rebut,scrap; rubbish,0
elle respire l'intelligence,she exudes; radiates cleverness,0
raffine,sophisticated; fancy,0
adolescence,teenage years,0
indolent,indolent,0
mal lunee,ill-tempered; moody,0
gaze,gauze; woven,0
seconde; premiere; terminale,10th grade; 11th grade; 12th grade,0
responsable de, responsible FOR,0
legerement modifie,slightly changed,0
leger changement,slight change,0
une émeute,a riot,0
Un an de silence,a year's silence,0
une augmentation de 3%, a increase BY 3%,0
acidule,tangy,0
amer,bitter,0
perspicacite; connaissance approfondie; un apercu; une idee,an insight,0
sans probleme; sans heurt,seamlessly,0
covoiturage,car pool,0
un frais,a fee,0
enfoncer; incruster; encastrer; implanter,to embed,0
un bilan,a toll,0
la colonne vertebrale,the backbone,0
encourager,to incentivize,0
attenuer; diminuer,to mitigate,0
prejuge sexiste,sexist prejudice,0
militer,to campaign,0
jongler pour concilier carriere et famille,to juggle a career and a family,0
les taches menageres,chores,0
maladroit,clumsy,0
repandu; frequent,prevalent,0
rein,a kidney,0
brevet,a patent,0
sensible,sensitive,0
etre cense,to be sensible,0
poser sa candidature,to apply to,0
accuser,to indict,0
condamner,to convict,0
limiter; reduire,to curtail,0
mitiger; attenuer,to mitigate,0
exhaustif,comprehensive,0
comprehensif,understanding,0
envisager,to contemplate,0
compatissant,sympathetic; compassionnate,0
etre bourre,to be intoxicated,0
elegant,smart,0
menacer; oppresser,to loom,0
un atelier clandestin,a sweatshop,0
flagrant,blatant,0
negligeable,neglictible,0
reduire graduellement,to phase down,0
reduire graduellement jusqu'a extinction,to phase out,0
une retraite,a pensioner,0
tromper,to mislead; to deceive,0
la vente au detail,retail,0
un expert comptable,an accountant,0
embourbe,muddied,0
detresse,plight,0
prudent,cautious,0
s'efforcer,to strive; to endeavour,0
anxiete; peur,angst,0
diffamer,to slander,0
epuiser,to exhaust,0
persister; s'attarder; s'eterniser,to linger; to dwell,0
un quai (de train),a platform,0
arroser (des plantes),to water,0
se debarasser,to shed,0
verser une larme,to shed a tear,0
les degats,damage,0
les dommages et interets,damages,0
faire la moisson,to harvest; to crop,0
au travers d'un intermediaire,by proxy,0
augmente; booste,augmented; enhanced,0
ecouter qqc qui ne nous est pas destine,to listen in,0
entendre qqc qui ne nous est pas destine,to overhear,0
subventions,subsidies,0
engagement,commitment,0
errer,to wander,0
fondre,to melt; to thaw,0
dramatique,tragic,0
impressionnant,dramatic,0
coupable (judiciaire), a culprit,0
economique (lie a l'economie),economic,0
economique (consomme peu),economical,0
entremeles; entrelaces,intertwined,0
sans probleme; sans heurt,seamlessly,0
mettre en lumiere,to shed light on,0
soyez courageux dans les endroits sombres car nous sommes la lumiere de l'espoir,be brave in the dark places; for we are the light of hope,0
fatigue(e),drained; sluggish; ragged,0
assourdissant,deafening,0
un rebut,a scum; a rubbish,0
effrayer,to scare; to frighten,0
eviter,to avoid; to shun,0
se rendre,to surrender; to yield,0
ecouter secretement la conversation de quelqu'un,to eavesdrop,0
etre laisse en plan,to be left stranded,0
pourtant,yet,0
arbitrage,arbitration; arbitrage,0
roder,prowl,0
un rodeur,a prowler,0
enjoue; ravi,delighted,0
accorder; octroyer,to bestow; to grant,0
avide; desireux,eager,0
desirer; languir; aspirer,to yearn,0
etancher; eteindre,to quench,0
insurrection; revolte; soulevement,uprising,0
soumettre,to subdue,0
rein,kidney,0
roder,to prowl,0
apparemment,apparently; seemingly,0
il refuse obstinement,he stubbornly refused,0
foisonner; regorger; abonder,to abound,0
desirer; languir; aspirer,to yearn; to long for,0
attenuer (la lumiere ou un feu),to dim,0
dote (d'une qualite; d'une caracteristique),endowed,0
robe longue portee lors d'occasion formelle,a gown,0
sonder; penetrer,to fathom,0
reconnaissant,appreciative; grateful,0
hesiter; begayer,to falter,0
la chaleur (agreable),the warmth,0
la chaleur (neutre),the heat,0
plaisanter,to banter,0
rechercher,to seek,0
faire l'etalage,to flaunt,0
desempare; perdu,clueless,0
inconscient; insouciant,oblivious,0
detrempe,soaked to the bones,0
mefiance,mistrust,0
presage,harbinger,0
discrimination positive,affirmative action,0
presomption d'innocence,presumption of innocence,0
doublons,duplicates,0
cafardeux; sombre,gloomy,0
manquer de,to lack something,0
rendre clair,to make plain,0
il a donne le feu vert,he greenlit,0
se complaire dans,to wallow in,0
un hurlement; un rugissement,a howl,0
prononcer; proferer,to utter,0
monter en fleche,to soar,0
fil a tisser,yarn,0
un metier a tisser,a loom,0
epineux,thorny; prickly; tricky,0
de longue date,long-standing,0
a cote; en parallele,alongside,0
condamner,to condemn,0
indifferent,uncaring,0
porter (un enfant dans son ventre ou une arme par ex),to bear,0
rebarbatif; rebutant,off-putting,0
abrupt,abrupt,0
douceur (d'un tissu par ex),softness; smoothness,0
comment le traducteur peut-il eviter cela ?,how is the translator to avoid this,0
analyser (des donnees),to parse,0
idees preconcues,preconceived notions,0
heberger; accueillir; porter,to harbor,0
retentissant; resonnant; sonore,resouding,0
due en partie,due in part,0
inexorablement,inexorably,0
rechercher,to seek; to look for,0
retentissant; resonnant; sonore,resounding,0
abondemment,profusely,0
reconnaitre et valider ses émotions,to get in touch with your emotions,0
to put the finishing touches,to dot the i's and cross the t's,0
prepa,intensive undergraduate course,0
être clair comme de l'eau de roche,to be clear as a bell; to be crystal clear,0
avide; desireux,eager; keen,0
d'une manière générale,generally speaking,0
s'épanouir,to blossom; to thrive; to have fulfilment,0
je m'intéresse encore aux moyens de le faire,I'm still looking into ways of doing it,0
taper dans l'oeil,to catch one's eye,0
je peux dédier mon attention,I can devote my attention,0
infantilisant,infantilizing,0
a râle,a death rattle,0
être impliqué dans,to be involved in,0
avant de,prior to,0
habits militaires,fatigues,0
chaleur accablante,ferocious; scorching heat,0
tissu,material; fabric,0
onguent; pommade,ointment,0
un air renfrogné,a scowl; an intense frown,0
l'armée de terre; de mer et de l'air forme...,the armed forces,0
une ambition; un etat d'esprit,a will,0
être heureux de faire quelque chose,to be willing to do something,0
un désir,a desire,0
on peut voir un homme sur la photo,we can see a man in the picture,0
compensation,damages,0
rembourser,to reimburse,0
avoir un intérêt direct,to have a vested interest,0
nous sommes seize,there are 16 of us,0
réticent,reluctant,0
les fumées et les vapeurs sont dangereuses,smoke and fumes are dangerous,0
impuissant,powerless,0
une plaine inondable,a flood plain,0
saturé en liquide,sodden,0
une semaine de vacances,a week's holiday,0
des maux de ventre,stomach ache,0
popularité,renown,0
un chemin tracé,a carved out path,0
mettre un terme à,to call a halt to,0
un sentiment aigu de désespoir,a keen sens of despair,0
un serment,an oath,0
le serment est scellé dans le sang,in blood the oath is made,0
fulminer,to seethe,0
courber l'espace-temps,to bend space-time,0
les gardiens flottent par leur simple colère,guardians are floating by sheer anger,0
incursions,forays,0
fin,slender; thin,0
vorace; avide,voracious,0
tu te sens seul dans tes pensées,you grow lonely in your thoughts,0
lanternes,lanterns,0
être lourd de chagrin,to be heavy with sorrow,0
salles scintillantes,glistening halls,0
de manière obscène,obscenely,0
une atrocité,an atrocity,0
les profondeurs métalliques,the metallic depths,0
transpercé,pierced,0
de larges anémones,vast anemones,0
le gouvernail d'un bateau,a helm,0
tiré; tiraillé,tugged,0
une chrysalide,a chrysalis,0
palmes en éventail,array-fins,0
la coque d'un bateau,the hull,0
bien-aime,beloved,0
doux,gentle; delicate,0
impitoyable,ruthless,0
Pendant des lustres; je t'ai regardé lutter,for eons; I watched you struggle,0
s'accrochant à l'arête tranchante de la survie,clinging to the sharp edge of survival,0
salissure,dirge,0
devant toi gît,before you lies,0
ruineux; désastreux,ruinous,0
un marché,a bargain,0
un héritier,a heir,0
astucieux; rusé,cunning,0
lugubre,dismal,0
la réalité est une douce chair. Laisse nous en festoyer,reality is a fine flesh. Let us feast of it,0
un grand feu,a bonfire,0
un spectacle de feu d'artifice,a firework display,0
épouvantable; horrifiant,appaling,0
en même temps que; accompagné de,along with,0
un lac d'eau potable,a reservoire,0
désespéré,very upset,0
irisé,iridescent,0
Leurs cris colorent le vide,their screams flavor the void,0
rendre agréable au goût,to relish,0
un condiment,a relish,0
apocryphe,apocrypha,0
très égocentré; égoiste,solipsistic,0
s'isoler de la température,to insulate oneself,0
réduire; tailler,to whittle,0
provocateur,defiant,0
force physique,brawn,0
coïncidant; ayant des limites contigues,coterminus,0
consacré (au sens divin),consecrated,0
angoisse,anguish,0
flétrissures,blights,0
décapé; récuré,scoured,0
notre puissance,our might,0
une victoire écrasante; sans précédant,a cleansweep,0
en dessous; sous,beneath,0
fermoirs,clasps,0
une étreinte,a clasp,0
attraper fermement,to clasp,0
un bain de sang; une effusion de sang; un carnage,a bloodshed,0
de peur de; de crainte de,lest,0
trembler; fremir,to shudder,0
frissonner,to shiver,0
scintiller,to shimmer,0
un strap permettant de placer un muscle,strapping,0
un pansement,a plaster,0
un plâtre,a plastercast,0
organiser une réunion,to hold a meeting,0
assister à une réunion,to attend a meeting,0
faire une apparition en public,to make a public appearance,0
une matraque,a truncheon,0
fonctionnalités,features,0
le conseil européen,the council of Europe,0
rendre le sol impropre à la culture,make the soil no longer suitable for cultivation,0
être proche de la réponse,to be in the right neck of the woods; to be in the right ball park,0
c'est mieux de réfléchir à plusieurs,two heads are better than one,0
une deuxième chance,another crack of the whip,0
avoir une poussière dans l'oeil,to have something in your eye,0
être en chemin,to be en route,0
l'union fait la force,many hands make light work,0
être de mauvais goût,to be in bad taste,0
voir le jour,to see the light of the day,0
cette opportunité est passée,that ship has sailed,0
être de mauvaise foi,to be in bad faith,0
montrer de l'incertitude; du dégout ou de la surprise,to wrinkle your nose,0
s'attaquer à la cause source du problème,to tackle the root cause,0
mener une vie de mendiant,to lead a life of begging,0
gagner le contrôle sur,to get a grip on,0
je suis tout ouïe,I am all ears,0
avoir un contrôle ferme sur une organisation,to run a tight ship,0
