s'épanouir,to blossom; to thrive; to have fulfilment,0
je m'intéresse encore aux moyens de le faire,I'm still looking into ways of doing it,0
taper dans l'oeil,to catch one's eye,0
je peux dédier mon attention,I can devote my attention,0
infantilisant,infantilizing,0
être clair comme de l'eau de roche,to be clear as a bell; to be crystal clear,0
a râle,a death rattle,0
être impliqué dans,to be involved in,0
avant de,prior to,0
habits militaires,fatigues,0
chaleur accablante,ferocious; scorching heat,0
tissu,material; fabric,0
onguent; pommade,ointment,0
un air renfrogné,a scowl; an intense frown,0
l'armée de terre; de mer et de l'air forme...,the armed forces,0
une ambition; un etat d'esprit,a will,0
être heureux de faire quelque chose,to be willing to do something,0
un désir,a desire,0
on peut voir un homme sur la photo,we can see a man in the picture,0
compensation,damages,0
rembourser,to reimburse,0
avoir un intérêt direct,to have a vested interest,0
nous sommes seize,there are 16 of us,0
réticent,reluctant,0
les fumées et les vapeurs sont dangereuses,smoke and fumes are dangerous,0
impuissant,powerless,0
une plaine inondable,a flood plain,0
saturé en liquide,sodden,0
Un an de silence,a year's silence,0
une semaine de vacances,a week's holiday,0
des maux de ventre,stomach ache,0
popularité,renown,0
un chemin tracé,a carved out path,0
mettre un terme à,to call a halt to,0
un sentiment aigu de désespoir,a keen sens of despair,0
un serment,an oath,0
le serment est scellé dans le sang,in blood the oath is made,0
fulminer,to seethe,0
courber l'espace-temps,to bend space-time,0
les gardiens flottent par leur simple colère,guardians are floating by sheer anger,0
incursions,forays,0
fin,slender; thin,0
vorace; avide,voracious,0
tu te sens seul dans tes pensées,you grow lonely in your thoughts,0
lanternes,lanterns,0
être lourd de chagrin,to be heavy with sorrow,0
salles scintillantes,glistening halls,0
de manière obscène,obscenely,0
une atrocité,an atrocity,0
les profondeurs métalliques,the metallic depths,0
transpercé,pierced,0
de larges anémones,vast anemones,0
le gouvernail d'un bateau,a helm,0
tiré; tiraillé,tugged,0
une chrysalide,a chrysalis,0
palmes en éventail,array-fins,0
la coque d'un bateau,the hull,0
bien-aime,beloved,0
doux,gentle; delicate,0
impitoyable,ruthless,0
Pendant des lustres; je t'ai regardé lutter,for eons; I watched you struggle,0
s'accrochant à l'arête tranchante de la survie,clinging to the sharp edge of survival,0
salissure,dirge,0
devant toi gît,before you lies,0
ruineux; désastreux,ruinous,0
un marché,a bargain,0
un héritier,a heir,0
astucieux; rusé,cunning,0
lugubre,dismal,0
la réalité est une douce chair. Laisse nous en festoyer,reality is a fine flesh. Let us feast of it,0
un grand feu,a bonfire,0
un spectacle de feu d'artifice,a firework display,0
épouvantable; horrifiant,appaling,0
en même temps que; accompagné de,along with,0
un lac d'eau potable,a reservoire,0
désespéré,very upset,0
irisé,iridescent,0
Leurs cris colorent le vide,their screams flavor the void,0
rendre agréable au goût,to relish,0
un condiment,a relish,0
apocryphe,apocrypha,0
très égocentré; égoiste,solipsistic,0
s'isoler de la température,to insulate oneself,0
réduire; tailler,to whittle,0
provocateur,defiant,0
force physique,brawn,0
coïncidant; ayant des limites contigues,coterminus,0
consacré (au sens divin),consecrated,0
angoisse,anguish,0
flétrissures,blights,0
décapé; récuré,scoured,0
notre puissance,our might,0
une victoire écrasante; sans précédant,a cleansweep,0
en dessous; sous,beneath,0
fermoirs,clasps,0
une étreinte,a clasp,0
attraper fermement,to clasp,0
un bain de sang; une effusion de sang; un carnage,a bloodshed,0
de peur de; de crainte de,lest,0
trembler; fremir,to shudder,0
frissonner,to shiver,0
scintiller,to shimmer,0
intimidant,daunting,0
contraignant,binding; constraining,0
